PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
196102552,19009832,10,2019-01-15T19:57:00,"900 Block Climax St Pittsburgh, PA 15210",N,Allentown,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1803,3,5,-79.9904691297034,40.4200622676354
196155683,19010212,6,2019-01-15T15:05:00,"1100 Block Highwood St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2715,1,1,-80.0252643858697,40.4683522212454
196194080,19010592,10,2019-01-16T21:52:00,"600 Block Suismon St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT,2709 Harassment (Non-Specific),2304,1,1,-79.9996170368919,40.4553867314949
197320947,19020642,6,2019-01-31T23:00:00,"3200 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2022,2,5,-80.0643987926921,40.4539354310332
197351119,19021351,0,2019-02-02T18:18:00,"5th Ave & Morewood Ave Pittsburgh, PA 15232",Y,Shadyside,4,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1501 Drivers Required to be Licensed. / 1786 Required Financial Responsibility. / 1311 Registration Card to be Signed and Exhibited on Demand. / 3714 Careless Driving,709,8,2,-79.9424557541241,40.4474222400029
-3326000101,19021863,27,2019-02-03T10:00:00,"Bailey Ave & Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-80.0051736123312,40.4270243600302
195921214,19007682,0,2019-01-12T15:35:00,"200 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,3,5,-79.9905902505923,40.4151064580715
195929301,19007754,0,2019-01-12T17:37:00,"Beltzhoover Ave & Kathleen St Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): Vehicle Accident - City Owned Police Vehicle,1803,3,5,-79.997530143382,40.4257310237461
195929841,19007672,14,2019-01-12T13:45:00,"1300 Block Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1702,3,3,-79.9851220318653,40.4292338469744
196794880,19015585,10,2019-01-24T20:41:00,"1100 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 5503 Disorderly Conduct.,2107,6,1,-80.0212651754904,40.4542119808614
196885225,19016896,17,2019-01-26T11:15:00,Zone 2,N,,2,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
196887375,19017017,10,2019-01-27T00:13:00,"2800 Block Webster Ave Pittsburgh, PA 15219",Y,Middle Hill,2,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,201,6,3,-79.9687338410956,40.4510709664858
197129153,19019220,14,2019-01-16T13:00:00,"5700 Block Bartlett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1413,5,3,-79.9249652912654,40.4356552881595
197318372,19020635,0,2019-02-01T16:00:00,"300 Block Roup Ave Pittsburgh, PA 15232",N,Friendship,5,99,9999 9999 - (Misc. Incident): ,807,7,2,-79.9350797778505,40.4615910561669
197319569,19020655,0,2019-02-01T00:01:00,"2400 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,99,7615(a)(3) Computer Trespass - Alter/Erase Data,1609,3,3,-79.9708969589783,40.4290846551648
197320854,19020670,11,2019-02-01T00:01:00,"100 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT BY DECEPTION,3922 Theft by Deception.,1702,3,3,-79.9808361201944,40.4281392487418
197324670,19020712,27,2019-02-01T14:00:00,"100 Block 46th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,901,7,2,-79.9609566869733,40.4743474567371
197324809,19020717,27,2019-02-01T16:30:00,"100 Block Hornaday Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2902,4,3,-79.9857424839442,40.3945195610549
197326351,19020728,14,2019-02-01T18:00:00,"200 Block Bon Air Ave Pittsburgh, PA 15210",N,Bon Air,3,CRIM MISCHIEF,3304 Criminal Mischief.,1806,4,5,-80.0023488665296,40.4107134461233
197326419,19020729,27,2019-02-01T08:00:00,"Kathleen St & Ruth St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-80.0050995125192,40.4255059488174
197326850,19020763,27,2019-02-01T00:01:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2901,4,3,-79.9865235535491,40.3931998334253
197336725,19021048,99,2019-02-02T08:17:00,"30 Block Meritt Ave Pittsburgh, PA 15227",Y,Carrick,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2904,4,3,-79.9788938799005,40.3838320342146
197346816,19021252,4,2019-02-02T15:29:00,"900 Block Washington Blvd Pittsburgh, PA 15206",N,Homewood North,5,AGG-ASSAULT,2702 Aggravated Assault.,1301,9,2,-79.9071294954201,40.4599082540767
197352436,19020479,0,2019-02-01T10:00:00,"4000 Block Cabinet St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,903,,,0,0
197361301,19021499,27,2019-02-02T23:43:00,"Fort Pitt Brg Pittsburgh, PA 15222",N,Brighton Heights,OSC,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2703,,,0,0
197386515,19021851,10,2019-02-03T14:05:00,"Halket St & Blvd Of The Allies Pittsburgh, PA 15213",N,Central Oakland,4,RECKLESSLY ENDANGER ANOTH PER,5104 Resisting Arrest or Other Law Enforcement. / 2705 Recklessly Endangering Another Person. / 4107 Unlawful Activities. / 13(a)(32) Paraphernalia - Use or Possession / 4304(a)(1) Endangering Welfare of Children. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 4703 Operation of Vehicle without Official Certif. of Inspection / 5101 Obstructing Admin. of Law  / 5121 Escape. / 627.02(b)(i) Possessing a small amount of marijuana / 3112 Traffic-Control Signals. / 3353 Prohibitions in Specified Places. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1501 Drivers Required to be Licensed. / 4525 Tire Equipment and Traction Surfaces. / 3736 Reckless Driving,405,3,3,-79.9581224444382,40.4359119628315
195958433,19008326,10,2019-01-13T12:00:00,Zone 4,N,,4,TERRORISTIC THREATS,2709(a) Harassment. / 2706 Terroristic Threats. / 6312 Sexual Abuse of Children. / 6318 Unlawful Contact/Communication w/ Minor / 7507.1 Invasion Privacy - Victim Full or Part Nude,,,,,
195998702,19008890,27,2019-01-14T12:00:00,"N Franklin St & Manhattan St Pittsburgh, PA ",N,Manchester,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2107,6,1,-80.0269330867943,40.4558868085865
196380009,19011258,26,2019-01-10T20:00:00,"1000 Block Faulkner St Pittsburgh, PA 15204",N,Sheraden,6,CORRUPTION OF MINORS,6301 Corruption of Minors.,2022,2,5,-80.0617302983465,40.4559840881397
196409032,19012356,99,2019-01-19T15:27:00,"700 Block Melrose Ave Pittsburgh, PA 15214",N,Perry South,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2614,6,1,-80.0172446292511,40.4633006938115
196410878,19012385,0,2019-01-19T16:46:00,"100 Block S 22nd St Pittsburgh, PA 15203",N,South Side Flats,3,99,9998 Overdose Other,1609,3,3,-79.9748560097937,40.4277907844202
-3144024961,19022679,6,2019-02-04T16:59:00,"1600 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.9890669688938,40.3998045691587
197464091,19022575,10,2019-02-04T15:54:00,"200 Block London Towne Dr Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,1917,4,5,-80.0096326337047,40.4106744724196
197552442,19023491,14,2019-02-05T20:13:00,"400 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,3001,3,5,-79.9891288578756,40.4132526275657
-2818070965,19023593,99,2019-02-06T01:20:00,"5000 Block Chaplain Way Pittsburgh, PA 15207",N,Hazelwood,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1501,5,3,-79.9464664797458,40.407697219451
197678390,19024501,6,2019-02-06T10:51:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,,,0,0
197682311,19024534,27,2019-02-05T14:45:00,"400 Block S 26th St Pittsburgh, PA 15210",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,,,0,0
197686190,19024548,10,2019-02-07T12:17:00,"3100 Block Liberty Ave Pittsburgh, PA 15201",Y,Polish Hill,2,HARRASSMENT,2709(a) Harassment.,605,7,6,-79.970706713169,40.4587868325361
197687381,19024546,14,2019-02-07T10:30:00,"Desoto St & O Hara St Pittsburgh, PA 15213",N,West Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,402,8,3,-79.9598815700141,40.4431548506414
197701467,19024704,27,2019-02-07T16:00:00,"Crosstown Blvd & Rt 28 Pittsburgh, PA 15212",N,East Allegheny,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2304,,,0,0
197706502,19024744,0,2019-02-07T17:50:00,"Perrysville Ave & N Charles St Pittsburgh, PA 15214",N,Perry South,1,99,9999 9999 - (Misc. Incident): ,2614,6,1,-80.0086016916314,40.4710138335634
197424557,19022371,27,2019-02-04T10:05:00,"Penn Ave & 33rd St Pittsburgh, PA 15201",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.968778348492,40.4615916837175
197438034,19022418,6,2019-02-04T04:30:00,"1100 Block Sheffield St Pittsburgh, PA 15233",N,Manchester,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2107,6,1,-80.0212651754904,40.4542119808614
197444102,19022466,27,2019-02-04T07:45:00,"200 Block Wilbert St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1914,2,5,-80.0132049522508,40.4270623290581
197445843,19022467,27,2019-01-31T11:00:00,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1115,9,2,-79.9247104221077,40.4611889439979
197447767,19022476,0,2019-02-02T15:35:00,"400 Block Eureka St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,3,5,-80.0009134137316,40.423764694147
197459517,19022529,27,2019-02-04T13:00:00,"Hamilton Ave & 5th Ave Pittsburgh, PA 15208",N,Homewood West,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1207,9,2,-79.9090629890633,40.4572898625102
197460545,19022402,11,2019-01-10T00:01:00,"600 Block Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,THEFT BY DECEPTION,3922 Theft by Deception.,201,6,6,-79.9974088316752,40.4415332222525
197460692,19022447,6,2019-02-01T22:30:00,"300 Block N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1115,,,0,0
197461316,19022448,11,2019-02-03T00:01:00,"4000 Block Penn Ave Pittsburgh, PA 15224",N,Bloomfield,5,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,903,7,2,-79.9579274529427,40.4651883742036
197461729,19022528,10,2019-02-04T13:00:00,"3800 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,HARRASSMENT,2709 Harassment (Non-Specific),405,3,3,-79.9567094950825,40.4415218239448
195897687,19007176,10,2019-01-11T21:10:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,2902,4,3,-79.9865235535491,40.3931998334253
195914320,19007453,10,2019-01-12T07:53:00,"100 Block Spencer Ave Pittsburgh, PA 15227",Y,Carrick,3,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3925 Receiving Stolen Property. / 907 Possessing Instruments of Crime. / 9094 Recovered Stolen Vehicle (OUTSIDE CITY),2904,4,3,-79.9772777557796,40.3854747061542
195917248,19007586,14,2019-01-12T12:40:00,"2600 Block West Liberty Ave Pittsburgh, PA 15216",Y,Beechview,6,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),1920,7,6,-79.9766778230964,40.4543708411817
195933859,19008072,99,2019-01-10T01:10:00,"S 17th St & Wrights Way Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1702,3,3,-79.9820004605367,40.4293278332121
195969521,19008545,6,2019-01-13T21:45:00,"6300 Block Shakespeare St Pittsburgh, PA 15206",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 4914 False Identification to Law Enforcement Authorities,708,,,0,0
196044354,19009401,17,2019-01-15T06:45:00,Zone 2,N,,2,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
196204481,19010584,10,2019-01-16T21:35:00,"6400 Block Centre Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1201,,,0,0
196208044,19010634,26,2019-01-17T00:15:00,"400 Block N Taylor Ave Pittsburgh, PA 15212",N,Central North Side,1,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 901 Criminal Attempt,2206,1,1,-80.0112723828647,40.4567630833164
196246428,19010868,11,2019-01-13T13:00:00,"200 Block 44th St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,902,7,2,-79.9597784034087,40.4714445887602
196249702,19010872,0,2019-01-17T10:43:00,"Foreland St & Middle St Pittsburgh, PA 15212",Y,East Allegheny,1,99,701.14 License Revocation or Suspension / 13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use,2304,1,1,-79.9993927322196,40.4545767003078
196324225,19011281,29,2019-01-17T22:35:00,"200 Block Elmore St Pittsburgh, PA 15219",N,Central Business District,2,RUNAWAYS - JUVENILE,029 Missing Juvenile,201,6,3,-79.9754116022702,40.4418354617292
197174249,19019549,9,2019-01-30T20:30:00,"1800 Block Belleau Dr Pittsburgh, PA 15212",Y,Fineview,1,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant / 7512 Criminal Use of Communication,2509,6,1,-80.0068084681952,40.4619049318352
197248831,19019990,14,2019-01-31T12:00:00,"2700 Block 5th Ave Pittsburgh, PA 15213",N,West Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,402,6,3,-79.9654177723832,40.4376862118484
197253000,19020020,10,2019-01-31T15:15:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,HARRASSMENT,2709 Harassment (Non-Specific),2304,1,1,-79.9986796721415,40.4522188227153
197253942,19020026,6,2019-01-29T12:00:00,"6400 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.917435063919,40.4575134909614
197255924,19020034,6,2019-01-30T17:30:00,"1600 Block Saw Mill Run Blvd Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2901,4,5,-80.0006305335709,40.399967384426
197258270,19020074,27,2019-01-29T11:00:00,"Main St & Milgate St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,903,7,2,-79.9543120138446,40.4650193039761
197367399,19021196,0,2019-02-02T13:20:00,"3800 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry North,1,99,9999 9999 - (Misc. Incident): Open garage door,2602,1,1,-80.0160242160888,40.4875592947365
-3266003637,19021982,27,2019-02-03T18:10:00,"Hazelwood Ave & Beechwood Blvd Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1517,5,3,-79.9271546755897,40.4196154373912
197444280,19022501,6,2019-02-04T14:00:00,"3900 Block Vinceton St Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,2602,1,1,-80.0234217161728,40.4885330471251
196016661,19009073,27,2019-01-14T17:08:00,"Rosedale St & Inglenook Pl Pittsburgh, PA 15221",N,Homewood South,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1304,9,2,-79.8860977742159,40.4513902335434
196017689,19006457,23,2019-01-10T19:43:00,"4500 Block Liberty Ave Pittsburgh, PA 15224",Y,Bloomfield,5,PUBLIC DRUNKENESS,5505 Public Drunkenness / 7513 Restriction on Alcoholic Beverages - Open Container,903,7,2,-79.9518674887118,40.462926331383
196181019,19009828,14,2019-01-15T08:00:00,"4400 Block Cassabill  Dr Pittsburgh, PA 15120",N,Crawford-Roberts,4,CRIM MISCHIEF,3304 Criminal Mischief.,305,,,0,0
196217593,19010753,6,2019-01-17T05:40:00,"100 Block Jucunda St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,3,5,-79.9882197306883,40.4173990560485
196326861,19011290,3,2019-01-17T23:23:00,"2700 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 3502 Burglary. / 2706 Terroristic Threats.,2018,,,0,0
-3281000818,19021109,6,2019-02-01T19:36:00,"300 Block Station Square Dr W Pittsburgh, PA 15219",N,South Shore,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1921,2,5,-80.0069907151145,40.4349870298907
-3203004179,19021167,0,2019-02-02T12:47:00,"2500 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): Force entry,1608,3,3,-79.9720659259588,40.4228263916134
197382735,19021781,99,2019-02-03T11:48:00,"1700 Block Overbeck St Pittsburgh, PA 15212",N,Spring Hill-City View,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2620,,,0,0
197393105,19022108,10,2019-02-03T22:48:00,"200 Block Bailey Ave Pittsburgh, PA 15211",Y,Mount Washington,3,SIMPLE ASSAULT,2701 Simple Assault.,1807,3,5,-80.0035033283611,40.4269729627266
197416130,19022290,14,2019-02-04T08:48:00,"Liberty Ave & 30th St Pittsburgh, PA 15201",N,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief. / 3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.9721142217547,40.4582566049483
197548130,19023451,6,2019-02-05T19:40:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,7,2,-79.933785260738,40.4583618995454
197691236,19024531,3,2019-02-07T12:07:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,ROBBERY,3701 Robbery. / 903 Criminal Conspiracy.,1920,4,5,-80.0254967571288,40.3991926113208
195920735,19007324,23,2019-01-12T01:35:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness,1702,3,3,-79.9833100173741,40.4286928036566
196640383,19014293,18,2019-01-22T23:23:00,"1800 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1702,3,3,-79.9802691087542,40.4284868409739
196889969,19017114,99,2019-01-27T02:19:00,"Brighton Rd & Island Ave Pittsburgh, PA 15212",N,California-Kirkbride,1,MENTAL 201/302,9498 302 (Mental),2507,6,1,-80.02271055258,40.4637909138513
196893238,19017221,99,2019-01-27T06:20:00,"1800 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,FOUND PROPERTY,9489 Found Property,305,6,3,-79.9832202874492,40.4422148828975
197546277,19023373,14,2019-02-05T17:16:00,"1800 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,3,-79.9806901394583,40.4381461095418
197689928,19024513,6,2019-02-05T02:00:00,"800 Block Herron Ave Pittsburgh, PA 15219",N,Upper Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,506,6,3,-79.9653878854226,40.4537428912939
197527779,19023154,15,2019-02-05T11:43:00,"800 Block Woodlow St Pittsburgh, PA 15205",Y,Crafton Heights,6,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2814,2,5,-80.0511643268968,40.4469481871268
196031320,19009183,99,2019-01-14T19:44:00,"6100 Block Spirit St Pittsburgh, PA 15206",N,Shadyside,4,ACCIDENTAL FIRE,9018 Accidental Fire,708,8,2,-79.9235312106605,40.4596095610586
196044861,19009425,27,2019-01-15T07:45:00,"4500 Block Penn Ave Pittsburgh, PA 15201",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,903,,,0,0
196050156,19009463,6,2019-01-11T16:00:00,"Forbes Ave & Market St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-80.0029611319642,40.4407983579103
196054010,19009481,0,2019-01-15T09:54:00,"6900 Block Meade St Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): Civil Issue: Regarding Mother's Estate,1405,9,2,-79.90741324788,40.4521118399723
196057733,19009498,6,2019-01-15T08:00:00,"5500 Block Penn Ave Pittsburgh, PA 15206",N,Friendship,5,THEFT FROM AUTO,3934 Theft from Vehicle,807,9,2,-79.9323874918031,40.4639588843729
196071841,19009590,10,2019-01-15T13:01:00,"3800 Block Mintwood St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,603,7,2,-79.9612044590788,40.4636838529724
196104447,19009862,14,2019-01-15T20:53:00,"5700 Block Bartlett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1413,5,3,-79.9249652912654,40.4356552881595
196376540,19011792,99,2019-01-18T17:16:00,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,CHECK ON ELDERLY PERSON,9016 Check on Elderly Person,2304,1,1,-80.0005722739975,40.4535002610431
196378470,19011821,29,2019-01-18T17:57:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1301,9,2,-79.8864602237102,40.4593708354313
196383249,19011727,18,2019-01-18T16:10:00,"Beltzhoover Ave & E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,1803,3,5,-79.9974033933116,40.4216558346472
196385545,19011955,3,2019-01-18T21:35:00,"8100 Block Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,ROBBERY,3701 Robbery. / 2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 901 Criminal Attempt,1306,9,2,-79.883333619928,40.4554463294612
196413165,19012411,11,2019-01-19T17:52:00,"2100 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT BY DECEPTION,3922 Theft by Deception.,1609,3,3,-79.9767706901213,40.4264592146796
196432108,19012621,18,2019-01-20T02:10:00,"California Blvd & Hybla St Pittsburgh, PA 15212",Y,Brighton Heights,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment,2703,1,1,-80.0390287494289,40.4744855131786
196440010,19012767,99,2019-01-20T11:10:00,"1000 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,3,-79.9900463605442,40.4376166877162
197786841,19025531,0,2019-02-08T18:56:00,"800 Block Mifflin Rd Pittsburgh, PA 15207",N,Lincoln Place,4,99,9999 9999 - (Misc. Incident): Non-reportable crash,3102,5,3,-79.925492727798,40.3795782012517
195893766,19007155,6,2019-01-11T20:19:00,"900 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,3,5,-79.9905268087358,40.4217990611683
195899194,19007226,5,2019-01-11T19:00:00,"2200 Block Wilner Dr Pittsburgh, PA 15208",N,Upper Lawrenceville,5,BURGLARY,3502 Burglary.,1011,,,0,0
195914411,19007491,6,2019-01-11T20:50:00,"2300 Block Noblestown Rd Pittsburgh, PA 15205",N,Oakwood,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2812,2,5,-80.0543527688347,40.4278403004268
196429079,19012177,0,2019-01-19T06:45:00,"5300 Block Broad St Pittsburgh, PA 15224",N,Garfield,5,99,3301 Arson ,1017,9,2,-79.9382301957338,40.4658706888707
197214069,19006161,17,2019-01-10T12:00:00,Zone 5,N,,5,INVOLUNTARY DEV SEXUAL INTER,3123 Involuntary Deviate Sexual Intercourse. / 3124.1 Sexual Assault,,,,,
-2960025172,19022145,0,2019-02-04T00:38:00,"Frankella Ave & Square Way Pittsburgh, PA 15221",N,East Hills,5,99,8106 Shots Fired,1306,9,2,-79.8704241541907,40.4517419943097
197467018,19022761,6,2019-02-01T22:00:00,"600 Block Curtis St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1915,2,5,-80.0082998429122,40.4211929015705
